url,inserted_at
https://en.m.wikipedia.org/wiki/Lights_out_(manufacturing),2015-03-18 13:18:45
https://en.m.wikipedia.org/wiki/Veblen_good,2015-03-12 11:52:52
https://en.m.wikipedia.org/wiki/Albatross_(metaphor),2018-11-14 15:03:17
https://en.m.wikipedia.org/wiki/Alfred_Korzybski,2017-07-06 20:01:44
https://en.m.wikipedia.org/wiki/Astroturfing,2017-02-12 08:28:34
https://en.m.wikipedia.org/wiki/Japanese_Peruvians#The_Nikkei_cuisine,2020-01-25 19:23:39
https://en.m.wikipedia.org/wiki/At-will_employment,2019-02-23 16:45:56
https://en.m.wikipedia.org/wiki/Attention_economy,2017-06-26 14:53:08
https://en.m.wikipedia.org/wiki/Battered_person_syndrome,2017-06-16 14:06:31
https://en.m.wikipedia.org/wiki/Betel_nut_beauty,2018-08-02 11:27:45
https://en.m.wikipedia.org/wiki/Blue_Moon_(beer),2018-08-01 06:49:18
https://en.m.wikipedia.org/wiki/Bright-line_rule,2017-06-12 07:04:51
https://en.m.wikipedia.org/wiki/Burden_of_proof_(law),2018-05-16 10:25:23
https://en.m.wikipedia.org/wiki/Caf%C3%A9_de_olla,2019-02-24 17:49:39
https://en.m.wikipedia.org/wiki/Cargo_cult_programming,2019-03-26 07:23:32
https://en.m.wikipedia.org/wiki/Clever_Hans,2017-02-25 11:40:54
https://en.m.wikipedia.org/wiki/Codependency,2016-06-05 14:51:10
https://en.m.wikipedia.org/wiki/Compulsion_loop,2019-07-16 01:53:15
https://en.m.wikipedia.org/wiki/Conscientiousness,2018-11-13 19:43:01
https://en.m.wikipedia.org/wiki/Contrast_effect,2017-08-29 23:49:43
https://en.m.wikipedia.org/wiki/Cumbia,2019-03-08 19:22:02
https://en.m.wikipedia.org/wiki/Cynefin_framework,2016-11-27 23:17:09
https://en.m.wikipedia.org/wiki/Decoy_effect,2019-01-05 05:39:09
https://en.m.wikipedia.org/wiki/Double_bind,2018-12-18 20:14:19
https://en.m.wikipedia.org/wiki/Dream_pop,2017-06-28 18:13:18
https://en.m.wikipedia.org/wiki/Dutch_auction,2018-01-21 08:59:58
https://en.m.wikipedia.org/wiki/End-of-history_illusion,2017-05-24 22:10:33
https://en.m.wikipedia.org/wiki/Exceptionalism,2016-10-16 10:30:48
https://en.m.wikipedia.org/wiki/Extended_file_attributes,2018-07-01 01:59:35
https://en.m.wikipedia.org/wiki/Externality,2017-06-19 07:54:31
https://en.m.wikipedia.org/wiki/False_consensus_effect,2017-05-04 10:20:14
https://en.m.wikipedia.org/wiki/Falsifiability,2018-01-24 21:10:08
https://en.m.wikipedia.org/wiki/Faust,2018-07-23 09:30:42
https://en.m.wikipedia.org/wiki/Fermat's_principle,2018-11-09 00:56:57
https://en.m.wikipedia.org/wiki/Florida_Man,2019-07-16 19:51:38
https://en.m.wikipedia.org/wiki/GQM,2017-07-17 17:18:52
https://en.m.wikipedia.org/wiki/Hedonic_treadmill,2016-12-04 11:46:43
https://en.m.wikipedia.org/wiki/Heuristic,2017-05-29 07:26:36
https://en.m.wikipedia.org/wiki/History_of_Chinese_Americans,2020-04-04 23:21:22
https://en.m.wikipedia.org/wiki/Homomorphic_encryption,2018-07-30 16:34:22
https://en.m.wikipedia.org/wiki/Hypocrisy,2016-06-02 13:37:55
https://en.m.wikipedia.org/wiki/Impact_bias,2019-12-30 16:51:49
https://en.m.wikipedia.org/wiki/Inflection_point,2018-06-11 07:48:19
https://en.m.wikipedia.org/wiki/Information_hiding,2018-07-17 10:14:44
https://en.m.wikipedia.org/wiki/Ipso_facto,2020-04-13 04:45:25
https://en.m.wikipedia.org/wiki/Jean-Michel_Jarre,2019-07-23 04:04:21
https://en.m.wikipedia.org/wiki/Kayfabe,2019-01-23 04:02:22
https://en.m.wikipedia.org/wiki/Anchoring,2016-06-05 07:08:06
https://en.m.wikipedia.org/wiki/Kar%C5%8Dshi,2016-12-04 11:53:25
https://en.m.wikipedia.org/wiki/Chauvet_Cave,2015-05-22 13:05:22
https://en.m.wikipedia.org/wiki/Linguistic_relativity,2018-01-26 22:42:27
https://en.m.wikipedia.org/wiki/Management_by_objectives,2018-11-17 17:48:27
https://en.m.wikipedia.org/wiki/Meno%27s_slave,2017-06-12 06:21:43
https://en.m.wikipedia.org/wiki/Menudo_(soup),2019-06-25 17:05:09
https://en.m.wikipedia.org/wiki/Meritocracy,2018-05-16 00:11:48
https://en.m.wikipedia.org/wiki/Merkle_tree,2018-07-28 00:49:14
https://en.m.wikipedia.org/wiki/Nothing_to_hide_argument,2019-02-26 18:28:04
https://en.m.wikipedia.org/wiki/Ontology,2016-11-06 09:59:48
https://en.m.wikipedia.org/wiki/Open-source_intelligence,2016-10-21 22:07:04
https://en.m.wikipedia.org/wiki/Overton_window,2018-09-24 22:10:28
https://en.m.wikipedia.org/wiki/PDCA,2019-04-18 16:00:14
https://en.m.wikipedia.org/wiki/Paradox_of_value,2019-05-18 19:09:39
https://en.m.wikipedia.org/wiki/Peak_experience,2016-10-11 11:56:47
https://en.m.wikipedia.org/wiki/Peter_principle,2018-06-24 22:26:58
https://en.m.wikipedia.org/wiki/Possession_is_nine-tenths_of_the_law,2017-07-25 21:20:09
https://en.m.wikipedia.org/wiki/Price_elasticity_of_demand,2017-07-03 17:52:16
https://en.m.wikipedia.org/wiki/Prisoner's_dilemma,2019-01-09 18:33:04
https://en.m.wikipedia.org/wiki/Progress,_plans,_problems,2019-05-06 23:45:06
https://en.m.wikipedia.org/wiki/Psychological_contract,2018-11-13 02:50:31
https://en.m.wikipedia.org/wiki/Quis_custodiet_ipsos_custodes%3F,2019-05-14 00:26:06
https://en.m.wikipedia.org/wiki/Reactive_programming,2017-05-18 09:03:55
https://en.m.wikipedia.org/wiki/Reid_technique,2017-01-29 09:02:07
https://en.m.wikipedia.org/wiki/Rubric_(academic),2018-06-23 10:27:18
https://en.m.wikipedia.org/wiki/S%27more,2019-11-21 19:44:03
https://en.m.wikipedia.org/wiki/Saltine_cracker,2020-04-09 00:21:28
https://en.m.wikipedia.org/wiki/Scientific_management,2018-11-13 22:05:06
https://en.m.wikipedia.org/wiki/Scientism,2018-09-24 01:38:52
https://en.m.wikipedia.org/wiki/Self-actualization,2017-07-29 10:29:20
https://en.m.wikipedia.org/wiki/Semantic_satiation,2017-02-10 06:43:57
https://en.m.wikipedia.org/wiki/Silicon_Beach,2019-04-13 02:44:42
https://en.m.wikipedia.org/wiki/Socratic_method,2017-06-12 06:16:41
https://en.m.wikipedia.org/wiki/Spotlight_effect,2019-12-11 05:04:46
https://en.m.wikipedia.org/wiki/Stable_marriage_problem,2018-07-31 22:52:49
https://en.m.wikipedia.org/wiki/Subset_sum_problem,2018-11-17 04:45:44
https://en.m.wikipedia.org/wiki/Syd_Barrett,2016-08-19 12:31:51
https://en.m.wikipedia.org/wiki/Tacit_knowledge,2017-02-09 04:42:11
https://en.m.wikipedia.org/wiki/Teetotalism,2019-01-10 06:16:30
https://en.m.wikipedia.org/wiki/Terror_management_theory,2017-05-24 22:10:53
https://en.m.wikipedia.org/wiki/The_Myth_of_Sisyphus,2017-06-12 06:20:42
https://en.m.wikipedia.org/wiki/Transference,2017-09-24 09:09:02
https://en.m.wikipedia.org/wiki/Trolley_problem,2017-04-08 23:20:38
https://en.m.wikipedia.org/wiki/Uncertainty_avoidance,2018-11-14 00:28:54
https://en.m.wikipedia.org/wiki/Universal_Darwinism,2017-06-03 23:09:38
https://en.m.wikipedia.org/wiki/VRIO,2018-11-16 01:20:13
https://en.m.wikipedia.org/wiki/Visual_language,2017-05-15 22:20:14
https://en.m.wikipedia.org/wiki/Wim_Hof,2019-01-18 16:23:47
https://en.m.wikipedia.org/wiki/Zeigarnik_effect,2016-10-15 20:50:09
https://en.wikipedia.org/wiki/A_Modest_Proposal,2018-05-01 02:45:52
https://en.wikipedia.org/wiki/Cover_your_ass,2019-01-05 21:09:19
https://en.m.wikipedia.org/wiki/Paisa_Region,2016-02-13 23:23:39
https://en.m.wikipedia.org/wiki/Learning_organization,2018-11-13 22:28:54
https://en.m.wikipedia.org/wiki/Malinchism,2019-01-15 02:11:27
https://en.wikipedia.org/wiki/Dialectic,2018-07-19 12:43:35
https://en.wikipedia.org/wiki/Divide_and_rule,2018-07-14 10:13:45
https://en.wikipedia.org/wiki/Epistemology,2019-09-23 04:16:20
https://en.wikipedia.org/wiki/False_economy,2018-02-08 09:13:38
https://en.wikipedia.org/wiki/Giffen_good,2019-09-19 19:16:09
https://en.wikipedia.org/wiki/Hick%27s_law,2019-09-27 00:48:54
https://en.wikipedia.org/wiki/Identity_politics,2018-09-10 04:21:58
https://en.wikipedia.org/wiki/Lake_Lahontan,2018-08-18 06:15:39
https://en.wikipedia.org/wiki/Land_diving,2018-09-11 02:50:59
https://en.wikipedia.org/wiki/Law_of_triviality,2018-11-12 00:46:31
https://en.wikipedia.org/wiki/Middle_Way,2019-12-03 08:03:59
https://en.wikipedia.org/wiki/Necessity_and_sufficiency,2019-09-19 21:18:22
https://en.wikipedia.org/wiki/Negativity_bias,2018-10-10 01:39:07
https://en.wikipedia.org/wiki/Osborne_effect,2020-02-26 18:47:05
https://en.wikipedia.org/wiki/Piri_piri,2018-03-04 06:14:31
https://en.wikipedia.org/wiki/Personal_fable,2019-02-19 00:03:21
https://en.wikipedia.org/wiki/Phrasal_verb,2018-08-14 20:28:15
https://en.wikipedia.org/wiki/Pumpkin_ale,2018-10-07 03:13:23
https://en.wikipedia.org/wiki/Sacred_cow_(idiom),2019-06-20 01:57:52
https://en.wikipedia.org/wiki/Seattle_Freeze,2018-09-29 04:25:16
https://en.wikipedia.org/wiki/Sex-positive_movement,2018-09-19 13:39:41
https://es.m.wikipedia.org/wiki/Loter%C3%ADa_(juego),2019-01-29 19:45:29
https://en.wikipedia.org/wiki/Swallow_tattoo,2018-08-07 11:39:22
https://en.wikipedia.org/wiki/Tamam_Shud_case,2019-10-08 01:44:56
https://en.wikipedia.org/wiki/Technological_fix,2018-05-22 09:08:35
https://en.wikipedia.org/wiki/Theory_of_mind,2018-05-07 10:14:02
https://en.wikipedia.org/wiki/Thomas_Crapper,2018-09-24 20:23:52
https://en.wikipedia.org/wiki/BabelNet,2018-12-10 16:58:29
https://en.wikipedia.org/wiki/Attachment_theory,2018-12-08 03:11:25
https://en.wikipedia.org/wiki/Shavasana,2018-12-06 05:56:03
https://en.wikipedia.org/wiki/Autodidacticism,2018-11-24 04:24:03
https://en.wikipedia.org/wiki/Power_distance,2018-11-14 04:11:38
https://en.wikipedia.org/wiki/Meisner_technique,2018-10-14 01:58:23
https://en.wikipedia.org/wiki/Day_of_the_Programmer,2019-09-13 17:22:41
https://en.wikipedia.org/wiki/Tash_Sultana,2018-09-27 00:01:02
https://en.wikipedia.org/wiki/Bill_of_sale,2018-07-23 06:49:15
https://en.wikipedia.org/wiki/Mdadm,2018-06-30 10:33:40
https://en.wikipedia.org/wiki/Metcalfe,2018-06-19 23:16:34
https://en.wikipedia.org/wiki/Triplestore,2017-08-16 23:42:41
https://en.wikipedia.org/wiki/Partial_application,2016-12-11 02:44:55
https://en.wikipedia.org/wiki/Letter_and_spirit_of_the_law,2018-05-16 07:24:50
https://en.wikipedia.org/wiki/Site_Reliability_Engineering,2018-12-17 01:36:39
https://en.wikipedia.org/wiki/Decision_theory,2017-06-07 02:30:23
https://en.wikipedia.org/wiki/Visual_thinking,2017-06-01 12:12:50
https://en.wikipedia.org/wiki/Incentive,2017-05-30 08:23:28
https://en.wikipedia.org/wiki/Value_engineering,2017-05-28 06:59:05
https://en.wikipedia.org/wiki/Folk_devil,2017-05-28 00:46:57
https://en.wikipedia.org/wiki/No_zuo_no_die,2018-05-01 04:55:07
https://en.wikipedia.org/wiki/Technology_adoption_life_cycle,2017-05-22 01:08:28
https://en.wikipedia.org/wiki/Slavoj_%C5%BDi%C5%BEek,2017-05-13 12:44:01
https://en.wikipedia.org/wiki/Type_inference,2017-05-11 04:32:02
https://en.wikipedia.org/wiki/Working_memory,2017-05-11 01:12:55
https://en.wikipedia.org/wiki/Set,2017-05-10 09:06:28
https://en.wikipedia.org/wiki/Shuhari,2016-11-16 02:24:53
https://en.wikipedia.org/wiki/Nag_Champa,2018-09-29 07:17:28
https://en.wikipedia.org/wiki/Valence_effect,2017-04-20 23:00:12
https://en.wikipedia.org/wiki/Why%E2%80%93because_analysis,2016-05-04 04:34:27
https://en.wikipedia.org/wiki/Coordinate_system,2017-05-11 11:12:15
https://en.wikipedia.org/wiki/Genetic_fallacy,2018-04-05 01:03:49
https://en.wikipedia.org/wiki/Doppelganger_Week,2018-03-07 08:03:51
https://en.wikipedia.org/wiki/Active_imagination,2018-03-04 06:18:02
https://en.wikipedia.org/wiki/Post_hoc_ergo_propter_hoc,2017-04-10 12:11:29
https://en.wikipedia.org/wiki/Thomas_Hobbes,2017-03-28 10:28:53
https://en.wikipedia.org/wiki/White_flight,2017-03-27 11:57:15
https://en.wikipedia.org/wiki/Neoliberalism,2017-03-27 11:56:02
https://en.wikipedia.org/wiki/Crony_capitalism,2018-01-29 08:23:52
https://en.wikipedia.org/wiki/Effective_altruism,2018-01-25 23:52:40
https://en.wikipedia.org/wiki/Not_invented_here,2016-06-17 09:25:02
https://en.wikipedia.org/wiki/Syd_Mead,2017-03-06 11:51:34
https://en.wikipedia.org/wiki/Social_stratification,2017-02-28 12:22:14
https://en.wikipedia.org/wiki/Disinformation,2017-02-24 00:10:35
https://en.wikipedia.org/wiki/Psychometrics,2017-02-24 00:08:38
https://en.wikipedia.org/wiki/Numeral_system,2017-11-02 05:57:48
https://en.wikipedia.org/wiki/Magic_Quadrant,2015-09-02 23:12:55
https://en.wikipedia.org/wiki/Abstract_syntax_tree,2015-08-04 22:52:29
https://en.wikipedia.org/wiki/Constructive_dismissal,2016-05-19 11:42:06
https://en.wikipedia.org/wiki/Single_point_of_failure,2016-05-04 03:59:54
https://en.wikipedia.org/wiki/Pushd_and_popd,2016-04-29 11:07:33
https://en.wikipedia.org/wiki/Gossip_protocol,2016-03-25 08:30:53
https://en.wikipedia.org/wiki/Category_theory,2016-01-14 05:42:27
https://en.wikipedia.org/wiki/Stilyagi,2016-01-12 10:20:33
https://en.wikipedia.org/wiki/Optimistic_concurrency_control,2016-08-09 04:13:37
https://en.wikipedia.org/wiki/Processing_fluency,2016-07-25 00:57:10
https://en.wikipedia.org/wiki/Dagen_H,2016-07-03 22:32:27
https://en.wikipedia.org/wiki/Dancing_mania,2016-06-19 03:39:14
https://en.wikipedia.org/wiki/Conflict_,2017-10-14 22:36:34
https://en.wikipedia.org/wiki/Decision_model,2017-08-16 21:39:45
https://en.wikipedia.org/wiki/Community_of_practice,2017-08-08 04:29:56
https://en.wikipedia.org/wiki/Attribution_bias,2017-08-08 03:19:13
https://en.wikipedia.org/wiki/Literate_programming,2017-06-11 09:31:04
https://en.wikipedia.org/wiki/Synaptic_pruning,2017-06-10 23:16:23
https://en.wikipedia.org/wiki/Systems_theory,2016-12-08 19:48:52
https://en.wikipedia.org/wiki/Social_proof,2017-01-21 05:34:32
https://en.wikipedia.org/wiki/Ben_Franklin_effect,2017-01-16 22:52:41
https://en.wikipedia.org/wiki/Mortality_salience,2017-01-15 23:50:51
https://en.wikipedia.org/wiki/Lovecraftian_horror,2017-01-11 20:47:17
https://en.wikipedia.org/wiki/Status_quo_bias,2016-12-20 10:59:59
https://en.wikipedia.org/wiki/Flow_,2016-12-10 23:04:10
https://en.wikipedia.org/wiki/Unit_testing,2016-11-20 23:11:25
https://en.wikipedia.org/wiki/List_of_legal_Latin_terms,2017-11-26 22:47:57
https://en.wikipedia.org/wiki/Dying,2016-07-20 09:31:01
https://en.wikipedia.org/wiki/Mental_abuse,2016-07-06 21:07:49
https://en.wikipedia.org/wiki/The_Magical_Number_Seven,2016-12-20 10:44:05
https://en.wikipedia.org/wiki/Two,2016-12-01 12:13:48
https://en.m.wikipedia.org/wiki/Cognitive_dissonance,2017-09-02 22:54:05
https://en.m.wikipedia.org/wiki/Curse_of_knowledge,2017-03-10 05:17:33
https://en.m.wikipedia.org/wiki/Dreyfus_model_of_skill_acquisition,2017-09-26 11:44:18
https://en.m.wikipedia.org/wiki/Epigenetics,2017-08-29 23:50:49
https://en.m.wikipedia.org/wiki/FIDO_Alliance,2016-10-03 10:55:42
https://en.m.wikipedia.org/wiki/Fashion_forecasting,2016-10-16 00:23:41
https://en.m.wikipedia.org/wiki/German_Question,2019-02-09 14:36:26
https://en.m.wikipedia.org/wiki/Hemingway_Special,2019-04-19 04:57:03
https://en.m.wikipedia.org/wiki/Implementation_intention,2016-10-11 11:55:27
https://en.m.wikipedia.org/wiki/Jonah_complex,2018-05-04 15:29:32
https://en.m.wikipedia.org/wiki/Knowledge_gap_hypothesis,2017-04-18 22:20:24
https://en.m.wikipedia.org/wiki/Positive_psychology,2016-12-04 21:45:31
https://en.m.wikipedia.org/wiki/Reactance_(psychology),2018-05-17 06:49:59
https://en.m.wikipedia.org/wiki/Self-knowledge_(psychology),2017-07-04 22:59:38
https://en.m.wikipedia.org/wiki/Stanford_marshmallow_experiment,2016-08-31 10:46:55
https://en.m.wikipedia.org/wiki/The_Emperor's_New_Clothes,2019-06-23 13:13:18
https://en.m.wikipedia.org/wiki/Tuckman%27s_stages_of_group_development,2019-01-31 21:44:27
https://en.m.wikipedia.org/wiki/Web_standards,2017-06-19 14:20:20
https://en.wikipedia.org/wiki/Champurrado,2019-05-14 05:35:32
https://en.wikipedia.org/wiki/Damerau%E2%80%93Levenshtein_distance,2018-02-03 21:25:52
https://en.wikipedia.org/wiki/Latinx,2020-05-07 14:13:26
https://en.wikipedia.org/wiki/Max_M%C3%BCller,2018-08-24 21:18:57
https://en.wikipedia.org/wiki/P_versus_NP_problem,2018-03-04 06:15:09
https://en.wikipedia.org/wiki/Sacred_geometry,2018-09-21 07:03:28
https://en.wikipedia.org/wiki/The_Third_Wave_(experiment),2018-07-13 02:56:52
https://en.wikipedia.org/wiki/Nicene_Creed,2018-12-11 16:34:53
https://en.wikipedia.org/wiki/Enneagram_of_Personality,2018-11-26 05:28:40
https://en.wikipedia.org/wiki/Kano_model,2018-06-06 23:01:38
https://en.wikipedia.org/wiki/Mean_time_between_failures,2017-05-11 01:08:42
https://en.wikipedia.org/wiki/Growth_hacking,2018-05-01 22:51:04
https://en.wikipedia.org/wiki/Scientific_method,2017-05-11 01:22:05
https://en.wikipedia.org/wiki/Theory_of_constraints,2017-04-26 04:50:21
https://en.wikipedia.org/wiki/Mental_model,2017-04-24 08:41:27
https://en.wikipedia.org/wiki/Classical_test_theory,2018-03-04 06:18:50
https://en.wikipedia.org/wiki/Absurdism,2017-04-17 05:48:23
https://en.wikipedia.org/wiki/Populism,2018-01-29 08:27:09
https://en.wikipedia.org/wiki/Anti,2017-12-01 08:21:31
https://en.wikipedia.org/wiki/Big_Five_personality_traits,2017-02-24 00:09:08
https://en.wikipedia.org/wiki/2_%2B_2_%3D_5,2016-11-10 03:08:14
https://en.wikipedia.org/wiki/Project_Cybersyn,2016-11-02 23:36:58
https://en.wikipedia.org/wiki/Tab_stop,2016-10-31 08:42:01
https://en.wikipedia.org/wiki/Hyman_Minsky,2016-10-25 20:55:36
https://en.wikipedia.org/wiki/Conway%27s_law,2016-10-20 02:06:25
https://en.wikipedia.org/wiki/Electronic_data_interchange,2016-10-14 13:47:55
https://en.wikipedia.org/wiki/Fractional,2016-10-31 10:50:24
https://en.m.wikipedia.org/wiki/Allegory_of_the_Cave,2015-03-18 13:19:16
https://en.m.wikipedia.org/wiki/Law_of_thought#The_three_traditional_laws,2017-06-12 07:00:12
https://en.wikipedia.org/wiki/List_,2015-08-04 22:57:45
https://en.wikipedia.org/wiki/Bus_factor,2016-05-04 03:58:59
https://en.wikipedia.org/wiki/Volstead_Act,2016-01-12 10:17:26
https://en.wikipedia.org/wiki/Reciprocity_,2017-09-12 20:54:32
https://en.wikipedia.org/wiki/Determinism,2017-09-03 23:45:54
https://en.wikipedia.org/wiki/Social_democracy,2017-06-12 09:53:41
https://en.wikipedia.org/wiki/Critical_thinking,2017-06-07 02:41:24
https://en.wikipedia.org/wiki/SOLID,2016-12-21 05:26:49
https://en.wikipedia.org/wiki/Flynn_effect,2016-11-28 08:49:59
https://en.wikipedia.org/wiki/First,2016-11-08 11:03:17
https://en.wikipedia.org/wiki/Data_mapping,2016-10-14 14:03:30
https://en.m.wikipedia.org/wiki/Albatross_(metaphor),2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Astroturfing,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Attention_economy,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Autodidacticism,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Bright-line_rule,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Caf%C3%A9_de_olla,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Cargo_cult_programming,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Clever_Hans,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Conscientiousness,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Cumbia,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Decoy_effect,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Double_bind,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Dutch_auction,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Exceptionalism,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/False_consensus_effect,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Falsifiability,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Faust,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Fermat's_principle,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Florida_Man,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Hedonic_treadmill,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/History_of_Chinese_Americans,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Homomorphic_encryption,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Inflection_point,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Kayfabe,2020-05-30 20:45:25
https://en.wikipedia.org/wiki/Law_of_triviality,2020-05-30 20:45:25
https://en.m.wikipedia.org/wiki/Chauvet_Cave,2020-05-30 20:45:25
